sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95f10>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95bd0>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.

Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=300
EVALUATE_EVERY=100
HIDDEN_DIM=300
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_EPOCHS=200
WORD2VEC=None

Loading data...
Vocabulary Size: 18758
Train/Dev split: 9662/1000
Writing to /home/chaitanya/lstm-context-embeddings/runs/1469600026

2016-07-27T14:13:51.298475: step 1, loss 0.70131, acc 0.453125
2016-07-27T16:43:43.272359: step 3158, loss 0.12077, acc 0.984375
2016-07-27T16:43:45.891183: step 3159, loss 0.0456218, acc 0.984375
2016-07-27T16:43:48.649755: step 3160, loss 0.0496589, acc 0.984375
2016-07-27T16:43:51.410500: step 3161, loss 0.0303991, acc 1
2016-07-27T16:43:53.939042: step 3162, loss 0.0604286, acc 0.96875
2016-07-27T16:43:56.781339: step 3163, loss 0.0130706, acc 1
2016-07-27T16:43:59.362852: step 3164, loss 0.0459608, acc 0.984375
2016-07-27T16:44:02.181532: step 3165, loss 0.060578, acc 1
2016-07-27T16:44:04.863282: step 3166, loss 0.0610685, acc 0.96875
2016-07-27T16:44:07.513051: step 3167, loss 0.0201673, acc 1
2016-07-27T16:44:10.324624: step 3168, loss 0.0660174, acc 0.984375
2016-07-27T16:44:13.046441: step 3169, loss 0.0678367, acc 0.96875
2016-07-27T16:44:15.699397: step 3170, loss 0.0409778, acc 0.984375
2016-07-27T16:44:18.394674: step 3171, loss 0.0226922, acc 1
2016-07-27T16:44:21.255151: step 3172, loss 0.0307007, acc 1
2016-07-27T16:44:23.926089: step 3173, loss 0.0676189, acc 0.96875
2016-07-27T16:44:26.571904: step 3174, loss 0.0603199, acc 1
2016-07-27T16:44:29.404100: step 3175, loss 0.025117, acc 1
2016-07-27T16:44:32.044404: step 3176, loss 0.0613718, acc 0.984375
2016-07-27T16:44:34.886125: step 3177, loss 0.0548252, acc 0.953125
2016-07-27T16:44:37.615260: step 3178, loss 0.0421257, acc 0.984375
2016-07-27T16:44:40.331976: step 3179, loss 0.0543076, acc 0.984375
2016-07-27T16:44:43.186054: step 3180, loss 0.0539257, acc 0.96875
2016-07-27T16:44:45.683586: step 3181, loss 0.0560746, acc 0.96875
2016-07-27T16:44:48.211976: step 3182, loss 0.0500869, acc 0.984375
2016-07-27T16:44:51.066175: step 3183, loss 0.0210182, acc 0.984375
2016-07-27T16:44:53.666512: step 3184, loss 0.0423146, acc 0.984375
2016-07-27T16:44:56.321901: step 3185, loss 0.0415786, acc 1
2016-07-27T16:44:59.384603: step 3186, loss 0.0393054, acc 1
2016-07-27T16:45:02.869134: step 3187, loss 0.0550174, acc 0.96875
2016-07-27T16:45:05.804194: step 3188, loss 0.0703676, acc 0.984375
2016-07-27T16:45:08.454720: step 3189, loss 0.0402645, acc 1
2016-07-27T16:45:11.219449: step 3190, loss 0.0533074, acc 0.96875
2016-07-27T16:45:14.123020: step 3191, loss 0.052829, acc 0.984375
2016-07-27T16:45:16.616465: step 3192, loss 0.047786, acc 0.984375
2016-07-27T16:45:19.426888: step 3193, loss 0.0197171, acc 1
2016-07-27T16:45:22.052881: step 3194, loss 0.0424351, acc 0.96875
2016-07-27T16:45:24.646731: step 3195, loss 0.0481683, acc 0.96875
2016-07-27T16:45:27.669997: step 3196, loss 0.088902, acc 0.953125
2016-07-27T16:45:30.308649: step 3197, loss 0.034632, acc 1
2016-07-27T16:45:33.425532: step 3198, loss 0.0395904, acc 0.984375
2016-07-27T16:45:36.279338: step 3199, loss 0.01988, acc 1
2016-07-27T16:45:39.186658: step 3200, loss 0.0455593, acc 0.96875

Evaluation:
2016-07-27T16:45:51.807686: step 3200, loss 1.59618, acc 0.697

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-3200

2016-07-27T16:45:56.312187: step 3201, loss 0.0312734, acc 1
2016-07-27T16:45:58.914692: step 3202, loss 0.0618486, acc 0.984375
2016-07-27T16:46:01.771237: step 3203, loss 0.037021, acc 0.984375
2016-07-27T16:46:04.788586: step 3204, loss 0.0398567, acc 1
2016-07-27T16:46:07.695920: step 3205, loss 0.0132728, acc 1
2016-07-27T16:46:10.352137: step 3206, loss 0.0367687, acc 0.984375
2016-07-27T16:46:13.207380: step 3207, loss 0.0502731, acc 0.953125
2016-07-27T16:46:15.971888: step 3208, loss 0.0616393, acc 0.984375
2016-07-27T16:46:18.474546: step 3209, loss 0.155387, acc 0.984375
2016-07-27T16:46:21.234628: step 3210, loss 0.0419227, acc 0.984375
2016-07-27T16:46:23.775065: step 3211, loss 0.0486301, acc 0.96875
2016-07-27T16:46:26.663227: step 3212, loss 0.0323113, acc 1
2016-07-27T16:46:29.486233: step 3213, loss 0.0184387, acc 1
2016-07-27T16:46:31.935774: step 3214, loss 0.0653132, acc 0.96875
2016-07-27T16:46:34.767856: step 3215, loss 0.0557053, acc 0.984375
2016-07-27T16:46:37.429078: step 3216, loss 0.0219457, acc 1
2016-07-27T16:46:40.055424: step 3217, loss 0.0487859, acc 0.984375
2016-07-27T16:46:42.764860: step 3218, loss 0.02568, acc 1
2016-07-27T16:46:45.640679: step 3219, loss 0.0791639, acc 0.984375
2016-07-27T16:46:48.328151: step 3220, loss 0.0539005, acc 0.96875
2016-07-27T16:46:51.153023: step 3221, loss 0.0745864, acc 0.96875
2016-07-27T16:46:53.947647: step 3222, loss 0.0414884, acc 0.984375
2016-07-27T16:46:56.649239: step 3223, loss 0.206859, acc 0.96875
2016-07-27T16:46:59.501650: step 3224, loss 0.0471332, acc 0.984375
2016-07-27T16:47:01.995885: step 3225, loss 0.0328746, acc 0.984375
2016-07-27T16:47:04.868741: step 3226, loss 0.117425, acc 0.9375
2016-07-27T16:47:07.545578: step 3227, loss 0.0504277, acc 0.984375
2016-07-27T16:47:10.379482: step 3228, loss 0.0287199, acc 1
2016-07-27T16:47:13.077212: step 3229, loss 0.0185348, acc 1
2016-07-27T16:47:15.643896: step 3230, loss 0.0448425, acc 0.984375
2016-07-27T16:47:18.459807: step 3231, loss 0.068223, acc 0.96875
2016-07-27T16:47:21.413077: step 3232, loss 0.0244438, acc 1
2016-07-27T16:47:26.305008: step 3233, loss 0.0493933, acc 0.96875
2016-07-27T16:47:30.038661: step 3234, loss 0.0404802, acc 0.953125
2016-07-27T16:47:32.988320: step 3235, loss 0.0802519, acc 0.953125
2016-07-27T16:47:35.711835: step 3236, loss 0.192134, acc 0.96875
2016-07-27T16:47:38.808126: step 3237, loss 0.0349076, acc 0.984375
2016-07-27T16:47:41.682935: step 3238, loss 0.0403448, acc 0.984375
2016-07-27T16:47:44.288987: step 3239, loss 0.0615371, acc 0.9375
2016-07-27T16:47:47.099611: step 3240, loss 0.049674, acc 0.96875
2016-07-27T16:47:50.407191: step 3241, loss 0.0817995, acc 0.984375
2016-07-27T16:47:53.184667: step 3242, loss 0.107317, acc 0.953125
2016-07-27T16:47:56.058660: step 3243, loss 0.0660593, acc 0.984375
2016-07-27T16:47:59.392559: step 3244, loss 0.0326074, acc 0.984375
2016-07-27T16:48:02.156701: step 3245, loss 0.0542138, acc 1
2016-07-27T16:48:05.073061: step 3246, loss 0.0313694, acc 0.984375
2016-07-27T16:48:08.122799: step 3247, loss 0.064821, acc 0.96875
2016-07-27T16:48:10.818255: step 3248, loss 0.157504, acc 0.890625
2016-07-27T16:48:13.896391: step 3249, loss 0.134997, acc 0.9375
2016-07-27T16:48:16.679556: step 3250, loss 0.0908162, acc 0.984375
2016-07-27T16:48:19.567615: step 3251, loss 0.0912971, acc 0.96875
2016-07-27T16:48:22.270391: step 3252, loss 0.0512033, acc 1
2016-07-27T16:48:24.854221: step 3253, loss 0.0426769, acc 0.984375
2016-07-27T16:48:27.665553: step 3254, loss 0.0578922, acc 0.96875
2016-07-27T16:48:30.268861: step 3255, loss 0.0595059, acc 0.953125
2016-07-27T16:48:32.933400: step 3256, loss 0.0436052, acc 1
2016-07-27T16:48:35.717368: step 3257, loss 0.0465771, acc 0.984375
2016-07-27T16:48:38.354238: step 3258, loss 0.0664936, acc 0.96875
2016-07-27T16:48:41.049408: step 3259, loss 0.0322604, acc 0.984375
2016-07-27T16:48:43.831834: step 3260, loss 0.074892, acc 0.984375
2016-07-27T16:48:46.463830: step 3261, loss 0.0493649, acc 0.984375
2016-07-27T16:48:49.266932: step 3262, loss 0.0823041, acc 0.9375
2016-07-27T16:48:51.842484: step 3263, loss 0.0435444, acc 1
2016-07-27T16:48:54.356823: step 3264, loss 0.062211, acc 0.984375
2016-07-27T16:48:57.250859: step 3265, loss 0.0815203, acc 0.96875
2016-07-27T16:48:59.901684: step 3266, loss 0.0631974, acc 0.96875
2016-07-27T16:49:02.734950: step 3267, loss 0.0451856, acc 0.96875
2016-07-27T16:49:05.469864: step 3268, loss 0.0301406, acc 1
2016-07-27T16:49:08.079370: step 3269, loss 0.0541707, acc 0.96875
2016-07-27T16:49:10.886628: step 3270, loss 0.0781306, acc 0.96875
2016-07-27T16:49:13.569494: step 3271, loss 0.0392856, acc 0.96875
2016-07-27T16:49:16.401196: step 3272, loss 0.0421933, acc 0.984375
2016-07-27T16:49:19.162455: step 3273, loss 0.0607413, acc 0.984375
2016-07-27T16:49:21.872281: step 3274, loss 0.100967, acc 0.9375
2016-07-27T16:49:24.715214: step 3275, loss 0.031686, acc 0.984375
2016-07-27T16:49:27.232995: step 3276, loss 0.0900188, acc 0.984375
2016-07-27T16:49:30.095172: step 3277, loss 0.0441937, acc 0.984375
2016-07-27T16:49:32.745459: step 3278, loss 0.0533062, acc 0.953125
2016-07-27T16:49:35.566571: step 3279, loss 0.0164068, acc 1
2016-07-27T16:49:38.298822: step 3280, loss 0.0329961, acc 1
2016-07-27T16:49:41.021189: step 3281, loss 0.0556813, acc 0.984375
2016-07-27T16:49:43.870085: step 3282, loss 0.0867981, acc 0.96875
2016-07-27T16:49:46.427994: step 3283, loss 0.0655002, acc 0.953125
2016-07-27T16:49:49.293501: step 3284, loss 0.0252158, acc 0.984375
2016-07-27T16:49:51.931201: step 3285, loss 0.0665062, acc 0.96875
2016-07-27T16:49:54.772980: step 3286, loss 0.0622993, acc 0.953125
2016-07-27T16:49:57.538193: step 3287, loss 0.0971412, acc 0.953125
2016-07-27T16:50:00.115392: step 3288, loss 0.0894953, acc 0.953125
2016-07-27T16:50:03.153308: step 3289, loss 0.0355731, acc 1
2016-07-27T16:50:05.746502: step 3290, loss 0.0733899, acc 0.96875
2016-07-27T16:50:08.474516: step 3291, loss 0.101784, acc 0.953125
2016-07-27T16:50:11.310783: step 3292, loss 0.0647685, acc 0.96875
2016-07-27T16:50:13.949279: step 3293, loss 0.0489219, acc 0.96875
2016-07-27T16:50:16.807838: step 3294, loss 0.0354209, acc 0.984375
2016-07-27T16:50:19.548287: step 3295, loss 0.0588185, acc 0.984375
2016-07-27T16:50:22.086260: step 3296, loss 0.0479175, acc 0.96875
2016-07-27T16:50:25.173657: step 3297, loss 0.0279438, acc 1
2016-07-27T16:50:28.068682: step 3298, loss 0.0565732, acc 0.953125
2016-07-27T16:50:31.234216: step 3299, loss 0.0673363, acc 0.96875
2016-07-27T16:50:33.976703: step 3300, loss 0.0457142, acc 0.984375

Evaluation:
2016-07-27T16:50:46.380932: step 3300, loss 1.54982, acc 0.692

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-3300

2016-07-27T16:50:50.628915: step 3301, loss 0.0723618, acc 0.96875
2016-07-27T16:50:53.408931: step 3302, loss 0.0114925, acc 1
2016-07-27T16:50:56.080712: step 3303, loss 0.0424471, acc 0.984375
2016-07-27T16:50:58.862536: step 3304, loss 0.0875957, acc 0.9375
2016-07-27T16:51:01.355237: step 3305, loss 0.0610247, acc 0.984375
2016-07-27T16:51:04.056849: step 3306, loss 0.0275137, acc 1
2016-07-27T16:51:06.777020: step 3307, loss 0.0275535, acc 1
2016-07-27T16:51:09.224538: step 3308, loss 0.155554, acc 0.953125
2016-07-27T16:51:11.896465: step 3309, loss 0.0256537, acc 1
2016-07-27T16:51:14.449181: step 3310, loss 0.0127403, acc 1
2016-07-27T16:51:17.130134: step 3311, loss 0.035866, acc 1
2016-07-27T16:51:19.878202: step 3312, loss 0.040805, acc 1
2016-07-27T16:51:22.481568: step 3313, loss 0.103155, acc 0.953125
2016-07-27T16:51:26.689869: step 3314, loss 0.0169916, acc 1
2016-07-27T16:51:29.388711: step 3315, loss 0.0566854, acc 0.96875
2016-07-27T16:51:32.694686: step 3316, loss 0.0892927, acc 0.96875
2016-07-27T16:51:35.279256: step 3317, loss 0.0636124, acc 0.96875
2016-07-27T16:51:38.343771: step 3318, loss 0.0488613, acc 0.984375
2016-07-27T16:51:41.766147: step 3319, loss 0.0386001, acc 0.984375
2016-07-27T16:51:44.442007: step 3320, loss 0.0845068, acc 0.953125
2016-07-27T16:51:47.397212: step 3321, loss 0.0457366, acc 0.96875
2016-07-27T16:51:50.613614: step 3322, loss 0.0226501, acc 1
2016-07-27T16:51:53.428909: step 3323, loss 0.0345471, acc 0.984375
2016-07-27T16:51:56.231431: step 3324, loss 0.067282, acc 0.96875
2016-07-27T16:51:59.100543: step 3325, loss 0.0537753, acc 0.984375
2016-07-27T16:52:01.767847: step 3326, loss 0.0826948, acc 0.984375
2016-07-27T16:52:04.503668: step 3327, loss 0.0685479, acc 0.984375
2016-07-27T16:52:06.998005: step 3328, loss 0.0675399, acc 0.953125
2016-07-27T16:52:09.818229: step 3329, loss 0.0497259, acc 1
2016-07-27T16:52:12.579007: step 3330, loss 0.135415, acc 0.953125
2016-07-27T16:52:15.509981: step 3331, loss 0.0319644, acc 1
2016-07-27T16:52:18.290632: step 3332, loss 0.0639085, acc 0.984375
2016-07-27T16:52:21.073007: step 3333, loss 0.0762161, acc 0.9375
2016-07-27T16:52:23.734348: step 3334, loss 0.0212619, acc 0.984375
2016-07-27T16:52:26.498343: step 3335, loss 0.0540123, acc 0.984375
2016-07-27T16:52:29.601326: step 3336, loss 0.0333221, acc 1
2016-07-27T16:52:32.148788: step 3337, loss 0.0377467, acc 0.984375
2016-07-27T16:52:35.167877: step 3338, loss 0.0531778, acc 0.96875
2016-07-27T16:52:37.868928: step 3339, loss 0.0679838, acc 0.96875
2016-07-27T16:52:40.749817: step 3340, loss 0.0319659, acc 1
2016-07-27T16:52:43.492597: step 3341, loss 0.0250945, acc 1
2016-07-27T16:52:46.194076: step 3342, loss 0.0366308, acc 1
2016-07-27T16:52:48.906901: step 3343, loss 0.0148004, acc 0.984375
2016-07-27T16:52:51.453953: step 3344, loss 0.0835387, acc 0.96875
2016-07-27T16:52:54.289718: step 3345, loss 0.0510907, acc 0.984375
2016-07-27T16:52:56.857401: step 3346, loss 0.0501472, acc 0.96875
2016-07-27T16:52:59.462806: step 3347, loss 0.0934864, acc 0.96875
2016-07-27T16:53:02.309919: step 3348, loss 0.0511244, acc 0.96875
2016-07-27T16:53:04.867602: step 3349, loss 0.0362574, acc 0.984375
2016-07-27T16:53:07.428686: step 3350, loss 0.0367125, acc 0.984375
2016-07-27T16:53:09.891387: step 3351, loss 0.0333499, acc 1
2016-07-27T16:53:12.587311: step 3352, loss 0.0362843, acc 0.984375
2016-07-27T16:53:15.072693: step 3353, loss 0.0598264, acc 0.96875
2016-07-27T16:53:17.687642: step 3354, loss 0.0506645, acc 1
2016-07-27T16:53:20.444996: step 3355, loss 0.0286593, acc 1
2016-07-27T16:53:23.147247: step 3356, loss 0.0247511, acc 1
2016-07-27T16:53:26.613020: step 3357, loss 0.058372, acc 0.96875
2016-07-27T16:53:29.482365: step 3358, loss 0.0343722, acc 1
2016-07-27T16:53:31.953824: step 3359, loss 0.0604103, acc 0.984375
2016-07-27T16:53:34.748129: step 3360, loss 0.0392406, acc 0.984375
2016-07-27T16:53:37.398467: step 3361, loss 0.157468, acc 0.984375
2016-07-27T16:53:39.833618: step 3362, loss 0.0470432, acc 0.984375
2016-07-27T16:53:43.073430: step 3363, loss 0.0142757, acc 1
2016-07-27T16:53:46.228777: step 3364, loss 0.0154857, acc 1
2016-07-27T16:53:49.037665: step 3365, loss 0.0529837, acc 0.96875
2016-07-27T16:53:51.656256: step 3366, loss 0.112971, acc 0.96875
2016-07-27T16:53:54.498265: step 3367, loss 0.0469019, acc 0.96875
2016-07-27T16:53:57.142130: step 3368, loss 0.0187089, acc 1
2016-07-27T16:54:00.312971: step 3369, loss 0.0424064, acc 1
2016-07-27T16:54:03.118861: step 3370, loss 0.0757784, acc 0.984375
2016-07-27T16:54:05.831499: step 3371, loss 0.0473083, acc 0.984375
2016-07-27T16:54:09.284645: step 3372, loss 0.0841001, acc 0.96875
2016-07-27T16:54:12.093760: step 3373, loss 0.0439053, acc 1
2016-07-27T16:54:14.767938: step 3374, loss 0.0678045, acc 0.96875
2016-07-27T16:54:17.356192: step 3375, loss 0.0731256, acc 0.984375
2016-07-27T16:54:20.117956: step 3376, loss 0.0213594, acc 1
2016-07-27T16:54:22.584837: step 3377, loss 0.0550995, acc 0.96875
2016-07-27T16:54:25.102345: step 3378, loss 0.053154, acc 0.984375
2016-07-27T16:54:27.854511: step 3379, loss 0.059444, acc 0.984375
2016-07-27T16:54:30.403733: step 3380, loss 0.0270134, acc 1
2016-07-27T16:54:33.096445: step 3381, loss 0.0446909, acc 0.984375
2016-07-27T16:54:35.745556: step 3382, loss 0.0980884, acc 0.921875
2016-07-27T16:54:38.341487: step 3383, loss 0.0471992, acc 0.984375
2016-07-27T16:54:41.017323: step 3384, loss 0.0573182, acc 0.984375
2016-07-27T16:54:43.602530: step 3385, loss 0.0510045, acc 0.96875
2016-07-27T16:54:46.394720: step 3386, loss 0.0390282, acc 0.96875
2016-07-27T16:54:49.387598: step 3387, loss 0.0606984, acc 0.984375
2016-07-27T16:54:52.166340: step 3388, loss 0.0194102, acc 1
2016-07-27T16:54:55.049469: step 3389, loss 0.0507777, acc 0.953125
2016-07-27T16:54:57.584338: step 3390, loss 0.108284, acc 0.984375
2016-07-27T16:55:00.500549: step 3391, loss 0.0347266, acc 1
2016-07-27T16:55:04.120306: step 3392, loss 0.0584171, acc 0.984375
2016-07-27T16:55:06.867158: step 3393, loss 0.0573976, acc 0.984375
2016-07-27T16:55:09.650526: step 3394, loss 0.0593448, acc 0.984375
2016-07-27T16:55:12.245089: step 3395, loss 0.0233783, acc 0.984375
2016-07-27T16:55:15.194313: step 3396, loss 0.0397332, acc 1
2016-07-27T16:55:17.950278: step 3397, loss 0.123238, acc 0.953125
2016-07-27T16:55:20.505852: step 3398, loss 0.0665831, acc 0.984375
2016-07-27T16:55:23.633362: step 3399, loss 0.0557262, acc 0.96875
2016-07-27T16:55:26.468253: step 3400, loss 0.0438001, acc 0.984375

Evaluation:
2016-07-27T16:55:38.428517: step 3400, loss 1.60371, acc 0.702

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-3400

2016-07-27T16:55:42.685229: step 3401, loss 0.0490756, acc 0.96875
2016-07-27T16:55:45.254169: step 3402, loss 0.0364587, acc 0.984375
2016-07-27T16:55:47.974672: step 3403, loss 0.0524934, acc 0.984375
2016-07-27T16:55:50.568948: step 3404, loss 0.0179576, acc 1
2016-07-27T16:55:53.293361: step 3405, loss 0.025025, acc 1
2016-07-27T16:55:55.992330: step 3406, loss 0.0687217, acc 0.984375
2016-07-27T16:55:58.677721: step 3407, loss 0.0467949, acc 0.984375
2016-07-27T16:56:01.433622: step 3408, loss 0.0331929, acc 0.984375
2016-07-27T16:56:03.902836: step 3409, loss 0.042579, acc 0.984375
2016-07-27T16:56:06.620830: step 3410, loss 0.0557317, acc 0.984375
2016-07-27T16:56:09.269145: step 3411, loss 0.0202612, acc 0.984375
2016-07-27T16:56:11.739576: step 3412, loss 0.0523249, acc 0.984375
2016-07-27T16:56:14.487029: step 3413, loss 0.0584783, acc 0.984375
2016-07-27T16:56:17.119948: step 3414, loss 0.0817194, acc 0.9375
2016-07-27T16:56:20.006056: step 3415, loss 0.0150147, acc 1
2016-07-27T16:56:22.536622: step 3416, loss 0.0933836, acc 0.9375
2016-07-27T16:56:25.184850: step 3417, loss 0.037161, acc 1
2016-07-27T16:56:27.862720: step 3418, loss 0.0292168, acc 0.984375
2016-07-27T16:56:30.434007: step 3419, loss 0.0408342, acc 1
2016-07-27T16:56:33.360653: step 3420, loss 0.0482844, acc 1
2016-07-27T16:56:36.025631: step 3421, loss 0.0771474, acc 0.953125
2016-07-27T16:56:38.970701: step 3422, loss 0.0789091, acc 0.96875
2016-07-27T16:56:41.619696: step 3423, loss 0.0522832, acc 0.96875
2016-07-27T16:56:44.424698: step 3424, loss 0.0635242, acc 0.984375
2016-07-27T16:56:47.164075: step 3425, loss 0.0562388, acc 0.96875
2016-07-27T16:56:49.773718: step 3426, loss 0.00706722, acc 1
2016-07-27T16:56:52.496028: step 3427, loss 0.0859266, acc 0.953125
2016-07-27T16:56:54.977665: step 3428, loss 0.0566486, acc 0.96875
2016-07-27T16:56:57.679468: step 3429, loss 0.0776184, acc 0.984375
2016-07-27T16:57:00.326728: step 3430, loss 0.0119528, acc 1
2016-07-27T16:57:02.737778: step 3431, loss 0.0418124, acc 1
2016-07-27T16:57:05.368633: step 3432, loss 0.102358, acc 0.96875
2016-07-27T16:57:07.862336: step 3433, loss 0.088551, acc 0.96875
2016-07-27T16:57:10.607858: step 3434, loss 0.0664717, acc 0.96875
2016-07-27T16:57:13.258902: step 3435, loss 0.0173874, acc 1
2016-07-27T16:57:15.845225: step 3436, loss 0.0992317, acc 0.96875
2016-07-27T16:57:18.549920: step 3437, loss 0.052241, acc 0.984375
2016-07-27T16:57:21.029564: step 3438, loss 0.0456975, acc 0.984375
2016-07-27T16:57:23.752250: step 3439, loss 0.0507259, acc 0.984375
2016-07-27T16:57:26.367054: step 3440, loss 0.131314, acc 0.9375
2016-07-27T16:57:28.934194: step 3441, loss 0.0808146, acc 0.96875
2016-07-27T16:57:31.684717: step 3442, loss 0.0821907, acc 0.984375
2016-07-27T16:57:34.098078: step 3443, loss 0.0695132, acc 0.984375
2016-07-27T16:57:36.868423: step 3444, loss 0.0884075, acc 0.984375
2016-07-27T16:57:39.525602: step 3445, loss 0.0492358, acc 0.984375
2016-07-27T16:57:41.917928: step 3446, loss 0.0334715, acc 0.984375
2016-07-27T16:57:44.649660: step 3447, loss 0.0296342, acc 1
2016-07-27T16:57:47.177175: step 3448, loss 0.119625, acc 0.984375
2016-07-27T16:57:49.883183: step 3449, loss 0.0670045, acc 0.96875
2016-07-27T16:57:52.497310: step 3450, loss 0.0503513, acc 1
2016-07-27T16:57:54.903896: step 3451, loss 0.0690221, acc 0.9375
2016-07-27T16:57:57.589248: step 3452, loss 0.059948, acc 0.953125
2016-07-27T16:58:00.080944: step 3453, loss 0.0260143, acc 0.984375
2016-07-27T16:58:02.740163: step 3454, loss 0.0309936, acc 1
2016-07-27T16:58:05.355410: step 3455, loss 0.110235, acc 0.953125
2016-07-27T16:58:08.159121: step 3456, loss 0.0501942, acc 1
2016-07-27T16:58:10.891191: step 3457, loss 0.0449116, acc 0.984375
2016-07-27T16:58:13.357189: step 3458, loss 0.0191013, acc 0.984375
2016-07-27T16:58:16.112544: step 3459, loss 0.0417201, acc 0.984375
2016-07-27T16:58:18.719482: step 3460, loss 0.0359227, acc 0.984375
2016-07-27T16:58:21.228850: step 3461, loss 0.0163051, acc 0.984375
2016-07-27T16:58:24.011872: step 3462, loss 0.101261, acc 0.921875
2016-07-27T16:58:26.619660: step 3463, loss 0.0378595, acc 0.984375
2016-07-27T16:58:29.045620: step 3464, loss 0.0535263, acc 0.96875
2016-07-27T16:58:31.796105: step 3465, loss 0.0196974, acc 1
2016-07-27T16:58:34.319680: step 3466, loss 0.041588, acc 0.96875
2016-07-27T16:58:37.041993: step 3467, loss 0.0610935, acc 0.984375
2016-07-27T16:58:39.660081: step 3468, loss 0.0692748, acc 0.953125
2016-07-27T16:58:42.131307: step 3469, loss 0.0197644, acc 1
2016-07-27T16:58:44.854507: step 3470, loss 0.0391121, acc 0.984375
2016-07-27T16:58:47.378421: step 3471, loss 0.0518385, acc 0.984375
2016-07-27T16:58:50.077831: step 3472, loss 0.0979324, acc 0.921875
